19:54:00.520 [http-nio-8089-exec-1] INFO  c.a.a.service.WebSocketService[onOpen] - 有连接加入，当前连接数为：1
19:54:00.520 [http-nio-8089-exec-1] INFO  c.a.a.service.WebSocketService[onMessage] - 来自客户端的消息：消息发送测试(From Client)
19:54:01.551 [http-nio-8089-exec-2] INFO  c.a.a.service.WebSocketService[onClose] - 有连接关闭，当前连接数为：0
19:54:01.558 [http-nio-8089-exec-7] INFO  c.a.a.service.WebSocketService[onOpen] - 有连接加入，当前连接数为：1
19:54:01.558 [http-nio-8089-exec-7] INFO  c.a.a.service.WebSocketService[onMessage] - 来自客户端的消息：消息发送测试(From Client)
19:54:02.171 [http-nio-8089-exec-4] INFO  c.a.a.service.WebSocketService[onClose] - 有连接关闭，当前连接数为：0
19:54:02.178 [http-nio-8089-exec-5] INFO  c.a.a.service.WebSocketService[onOpen] - 有连接加入，当前连接数为：1
19:54:02.179 [http-nio-8089-exec-5] INFO  c.a.a.service.WebSocketService[onMessage] - 来自客户端的消息：消息发送测试(From Client)
19:54:02.843 [http-nio-8089-exec-6] INFO  c.a.a.service.WebSocketService[onClose] - 有连接关闭，当前连接数为：0
19:54:02.850 [http-nio-8089-exec-3] INFO  c.a.a.service.WebSocketService[onOpen] - 有连接加入，当前连接数为：1
19:54:02.851 [http-nio-8089-exec-3] INFO  c.a.a.service.WebSocketService[onMessage] - 来自客户端的消息：消息发送测试(From Client)
19:54:04.079 [http-nio-8089-exec-8] INFO  c.a.a.service.WebSocketService[onClose] - 有连接关闭，当前连接数为：0
19:54:04.086 [http-nio-8089-exec-9] INFO  c.a.a.service.WebSocketService[onOpen] - 有连接加入，当前连接数为：1
19:54:04.087 [http-nio-8089-exec-9] INFO  c.a.a.service.WebSocketService[onMessage] - 来自客户端的消息：消息发送测试(From Client)
19:54:04.769 [http-nio-8089-exec-10] INFO  c.a.a.service.WebSocketService[onClose] - 有连接关闭，当前连接数为：0
19:54:04.777 [http-nio-8089-exec-1] INFO  c.a.a.service.WebSocketService[onOpen] - 有连接加入，当前连接数为：1
19:54:04.777 [http-nio-8089-exec-1] INFO  c.a.a.service.WebSocketService[onMessage] - 来自客户端的消息：消息发送测试(From Client)
19:54:05.404 [http-nio-8089-exec-2] INFO  c.a.a.service.WebSocketService[onClose] - 有连接关闭，当前连接数为：0
19:54:05.410 [http-nio-8089-exec-7] INFO  c.a.a.service.WebSocketService[onOpen] - 有连接加入，当前连接数为：1
19:54:05.410 [http-nio-8089-exec-7] INFO  c.a.a.service.WebSocketService[onMessage] - 来自客户端的消息：消息发送测试(From Client)
19:54:06.038 [http-nio-8089-exec-4] INFO  c.a.a.service.WebSocketService[onClose] - 有连接关闭，当前连接数为：0
19:54:06.046 [http-nio-8089-exec-5] INFO  c.a.a.service.WebSocketService[onOpen] - 有连接加入，当前连接数为：1
19:54:06.046 [http-nio-8089-exec-5] INFO  c.a.a.service.WebSocketService[onMessage] - 来自客户端的消息：消息发送测试(From Client)
